cve_id,published,last_modified,published_year,description,all_nvd_cwes,cwe_699_matches,number_of_nvd_cwes,number_of_cwe_699_matches
CVE-2024-28109,2024-03-28T14:15:13.863,2026-06-17T07:20:59.123,2024,veraPDF-library is a PDF/A validation library. Executing policy checks using custom schematron files invokes an XSL transformation that could lead to a remote code execution (RCE) vulnerability. This vulnerability is fixed in 1.24.2.,CWE-91,CWE-91,1,1
CVE-2024-29200,2024-03-28T14:15:14.100,2026-06-17T07:22:36.963,2024,"Kimai is a web-based multi-user time-tracking application. The permission `view_other_timesheet` performs differently for the Kimai UI and the API, thus returning unexpected data through the API. When setting the `view_other_timesheet` permission to true, on the frontend, users can only see timesheet entries for teams they are a part of. When requesting all timesheets from the API, however, all timesheet entries are returned, regardless of whether the user shares team permissions or not. This vulnerability is fixed in 2.13.0.",CWE-1220,CWE-1220,1,1
CVE-2024-29882,2024-03-28T14:15:14.337,2026-06-17T07:23:17.917,2024,"SRS is a simple, high-efficiency, real-time video server. SRS's `/api/v1/vhosts/vid-<id>?callback=<payload>` endpoint didn't filter the callback function name which led to injecting malicious javascript payloads and executing XSS ( Cross-Site Scripting). This vulnerability is fixed in 5.0.210 and 6.0.121.",CWE-79,CWE-79,1,1
CVE-2024-30584,2024-03-28T14:15:15.047,2026-06-17T07:27:14.033,2024,Tenda FH1202 v1.2.0.14(408) has a stack overflow vulnerability in the security parameter of the formWifiBasicSet function.,CWE-120,CWE-120,1,1
CVE-2024-30587,2024-03-28T14:15:15.183,2026-06-17T07:27:14.520,2024,Tenda FH1202 v1.2.0.14(408) has a stack overflow vulnerability in the urls parameter of the saveParentControlInfo function.,CWE-125,CWE-125,1,1
CVE-2024-0259,2024-03-28T15:15:46.180,2026-06-17T06:53:06.680,2024,"Fortra's Robot Schedule Enterprise Agent for Windows prior to version 3.04 is susceptible to privilege escalation. A low-privileged user can overwrite the service executable. When the service is restarted, the replaced binary runs with local system privileges, allowing a low-privileged user to gain elevated privileges.

",CWE-276,CWE-276,1,1
CVE-2024-30602,2024-03-28T15:15:46.723,2026-06-17T07:27:16.947,2024,Tenda FH1203 v2.0.1.6 has a stack overflow vulnerability in the schedStartTime parameter of the setSchedWifi function.,CWE-120,CWE-120,1,1
CVE-2024-30604,2024-03-28T15:15:46.850,2026-06-17T07:27:17.267,2024,Tenda FH1203 v2.0.1.6 has a stack overflow vulnerability in the list1 parameter of the fromDhcpListClient function.,CWE-125,CWE-125,1,1
CVE-2024-31135,2024-03-28T15:15:47.200,2026-06-17T07:27:50.747,2024,In JetBrains TeamCity before 2024.03 open redirect was possible on the login page,CWE-601,CWE-601,1,1
CVE-2024-31136,2024-03-28T15:15:47.413,2026-06-17T07:27:50.860,2024,In JetBrains TeamCity before 2024.03 2FA could be bypassed by providing a special URL parameter,CWE-1288,CWE-1288,1,1
CVE-2024-31137,2024-03-28T15:15:47.640,2026-06-17T07:27:50.977,2024,In JetBrains TeamCity before 2024.03 reflected XSS was possible via Space connection configuration,CWE-79,CWE-79,1,1
CVE-2024-31138,2024-03-28T15:15:47.853,2026-06-17T07:27:51.090,2024,In JetBrains TeamCity before 2024.03 xSS was possible via Agent Distribution settings,CWE-79,CWE-79,1,1
CVE-2024-31139,2024-03-28T15:15:48.060,2026-06-17T07:27:51.203,2024,In JetBrains TeamCity before 2024.03 xXE was possible in the Maven build steps detector,CWE-611,CWE-611,1,1
CVE-2024-31140,2024-03-28T15:15:48.273,2026-06-17T07:27:51.313,2024,In JetBrains TeamCity before 2024.03 server administrators could remove arbitrary files from the server by installing tools,CWE-1288,CWE-1288,1,1
CVE-2024-3039,2024-03-28T15:15:48.473,2026-06-17T07:43:11.083,2024,"A vulnerability classified as critical has been found in Shanghai Brad Technology BladeX 3.4.0. Affected is an unknown function of the file /api/blade-user/export-user of the component API. The manipulation with the input updatexml(1,concat(0x3f,md5(123456),0x3f),1)=1 leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-258426 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",CWE-89,CWE-89,1,1
CVE-2024-3040,2024-03-28T15:15:48.773,2026-06-17T07:43:11.213,2024,"A vulnerability, which was classified as critical, was found in Netentsec NS-ASG Application Security Gateway 6.3. This affects an unknown part of the file /admin/list_crl_conf. The manipulation of the argument CRLId leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-258429 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",CWE-89,CWE-89,1,1
CVE-2024-3041,2024-03-28T15:15:49.027,2026-06-17T07:43:11.353,2024,A vulnerability has been found in Netentsec NS-ASG Application Security Gateway 6.3 and classified as critical. This vulnerability affects unknown code of the file /protocol/log/listloginfo.php. The manipulation leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-258430 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,CWE-89,CWE-89,1,1
CVE-2024-3042,2024-03-28T15:15:49.287,2026-06-17T07:43:11.483,2024,A vulnerability was found in SourceCodester Simple Subscription Website 1.0 and classified as critical. This issue affects some unknown processing of the file manage_user.php. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-258431.,CWE-89,CWE-89,1,1
CVE-2024-25946,2024-03-28T19:15:47.010,2026-06-17T07:16:46.723,2024,"Dell vApp Manager, versions prior to 9.2.4.9 contain a Command Injection Vulnerability. An authorized attacker could potentially exploit this vulnerability leading to an execution of an inserted command. Dell recommends customers to upgrade at the earliest opportunity.",CWE-77|CWE-78,CWE-78,2,1
CVE-2024-25952,2024-03-28T19:15:47.200,2026-06-17T07:16:47.337,2024,"Dell PowerScale OneFS versions 8.2.2.x through 9.7.0.x contains an UNIX symbolic link (symlink) following vulnerability. A local high privileged attacker could potentially exploit this vulnerability, leading to denial of service, information tampering.",CWE-59|CWE-61,CWE-59,2,1
CVE-2024-25953,2024-03-28T19:15:47.393,2026-06-17T07:16:47.457,2024,"Dell PowerScale OneFS versions 9.4.0.x through 9.7.0.x contains an UNIX symbolic link (symlink) following vulnerability. A local high privileged attacker could potentially exploit this vulnerability, leading to denial of service, information tampering.",CWE-59|CWE-61,CWE-59,2,1
CVE-2024-25954,2024-03-28T19:15:47.587,2026-06-17T07:16:47.577,2024,"Dell PowerScale OneFS, versions 9.5.0.x through 9.7.0.x, contain an insufficient session expiration vulnerability. A remote unauthenticated attacker could potentially exploit this vulnerability, leading to denial of service.",CWE-613,CWE-613,1,1
CVE-2024-25955,2024-03-28T19:15:47.790,2026-06-17T07:16:47.693,2024,"Dell vApp Manager, versions prior to 9.2.4.9 contain a Command Injection Vulnerability. An authorized attacker could potentially exploit this vulnerability leading to an execution of an inserted command. Dell recommends customers to upgrade at the earliest opportunity.",CWE-77|CWE-78,CWE-78,2,1
CVE-2024-25960,2024-03-28T19:15:47.970,2026-06-17T07:16:48.293,2024,"Dell PowerScale OneFS versions 8.2.2.x through 9.7.0.x contains a cleartext transmission of sensitive information vulnerability. A local low privileged attacker could potentially exploit this vulnerability, leading to escalation of privileges.",CWE-319,CWE-319,1,1
CVE-2024-25971,2024-03-28T19:15:48.373,2026-06-17T07:16:49.617,2024,"Dell PowerProtect Data Manager, version 19.15, contains an XML External Entity Injection vulnerability. A remote high privileged attacker could potentially exploit this vulnerability, leading to information disclosure, denial-of-service.",CWE-611,CWE-611,1,1
CVE-2024-27719,2024-03-28T19:15:48.570,2026-06-17T07:20:12.520,2024,A cross site scripting (XSS) vulnerability in rems FAQ Management System v.1.0 allows a remote attacker to obtain sensitive information via a crafted payload to the Frequently Asked Question field in the Add FAQ function.,CWE-79,CWE-79,1,1
CVE-2024-28713,2024-03-28T19:15:48.630,2026-07-05T01:19:35.790,2024,An issue in Mblog Blog system v.3.5.0 allows an attacker to execute arbitrary code via a crafted file to the theme management feature.,CWE-434,CWE-434,1,1
CVE-2024-31061,2024-03-28T19:15:48.887,2026-06-17T07:27:43.113,2024,Cross Site Scripting vulnerability in Insurance Mangement System v.1.0.0 and before allows a remote attacker to execute arbitrary code via the Last Name input field.,CWE-79,CWE-79,1,1
CVE-2024-31063,2024-03-28T19:15:49.000,2026-06-17T07:27:43.420,2024,Cross Site Scripting vulnerability in Insurance Mangement System v.1.0.0 and before allows a remote attacker to execute arbitrary code via the Email input field.,CWE-79,CWE-79,1,1
CVE-2024-31064,2024-03-28T19:15:49.057,2026-07-05T16:18:50.417,2024,Cross Site Scripting vulnerability in Insurance Mangement System v.1.0.0 and before allows a remote attacker to execute arbitrary code via the First Name input field.,CWE-79,CWE-79,1,1
CVE-2024-31065,2024-03-28T19:15:49.110,2026-06-17T07:27:43.730,2024,Cross Site Scripting vulnerability in Insurance Mangement System v.1.0.0 and before allows a remote attacker to execute arbitrary code via the City input field.,CWE-79,CWE-79,1,1
CVE-2024-25506,2024-03-28T20:15:07.773,2026-06-17T07:16:05.377,2024,"Cross Site Scripting vulnerability in Process Maker, Inc ProcessMaker before 4.0 allows a remote attacker to run arbitrary code via control of the pm_sys_sys cookie.",CWE-79,CWE-79,1,1
CVE-2024-28090,2024-03-28T20:15:07.833,2026-06-17T07:20:56.820,2024,Technicolor TC8715D TC8715D-01.EF.04.38.00-180405-S-FF9-D RSE-TC8717T devices allow a remote attacker within Wi-Fi proximity to conduct stored XSS attacks via User name in dyn_dns.asp.,CWE-79,CWE-79,1,1
CVE-2024-28091,2024-03-28T20:15:07.893,2026-06-17T07:20:56.980,2024,Technicolor TC8715D TC8715D-01.EF.04.38.00-180405-S-FF9-D RSE-TC8717T devices allow a remote attacker within Wi-Fi proximity to conduct stored XSS attacks via User Defined Service in managed_services_add.asp (the victim must click an X for a deletion).,CWE-79,CWE-79,1,1
CVE-2024-23727,2024-03-28T21:16:01.413,2026-06-17T07:13:27.997,2024,The YI Smart Kami Vision com.kamivision.yismart application through 1.0.0_20231219 for Android allows a remote attacker to execute arbitrary JavaScript code via an implicit intent to the com.ants360.yicamera.activity.WebViewActivity component.,CWE-94,CWE-94,1,1
CVE-2024-24407,2024-03-28T23:15:46.283,2026-06-17T07:14:25.503,2024,SQL Injection vulnerability in Best Courier management system v.1.0 allows a remote attacker to obtain sensitive information via print_pdets.php component.,CWE-89,CWE-89,1,1
CVE-2024-28456,2024-03-28T23:15:46.340,2026-06-17T07:21:27.850,2024,Cross Site Scripting vulnerability in Campcodes Online Marriage Registration System v.1.0 allows a remote attacker to execute arbitrary code via the text fields in the marriage registration request form.,CWE-79,CWE-79,1,1
CVE-2024-28714,2024-03-28T23:15:46.410,2026-07-05T01:19:36.243,2024,SQL Injection vulnerability in CRMEB_Java e-commerce system v.1.3.4 allows an attacker to execute arbitrary code via the groupid parameter.,CWE-89,CWE-89,1,1
CVE-2024-29489,2024-03-28T23:15:46.527,2026-06-17T07:22:51.730,2024,Jerryscript 2.4.0 has SEGV at ./jerry-core/ecma/base/ecma-helpers.c:238:58 in ecma_get_object_type.,CWE-476,CWE-476,1,1
CVE-2024-1729,2024-03-29T05:15:45.477,2026-06-17T07:04:53.117,2024,"A timing attack vulnerability exists in the gradio-app/gradio repository, specifically within the login function in routes.py. The vulnerability arises from the use of a direct comparison operation (`app.auth[username] == password`) to validate user credentials, which can be exploited to guess passwords based on response times. Successful exploitation of this vulnerability could allow an attacker to bypass authentication mechanisms and gain unauthorized access.",CWE-367,CWE-367,1,1
CVE-2024-2475,2024-03-29T05:15:46.083,2026-06-17T07:24:36.647,2024,"The Media Library Assistant plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's shortcodes in all versions up to, and including, 3.13 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",CWE-79,CWE-79,1,1
CVE-2024-2841,2024-03-29T05:15:46.250,2026-06-17T07:25:39.683,2024,"The Otter Blocks – Gutenberg Blocks, Page Builder for Gutenberg Editor & FSE plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's widgets in all versions up to, and including, 2.6.5 due to insufficient input sanitization and output escaping on user supplied attributes such as 'id'. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",CWE-79,CWE-79,1,1
CVE-2024-3077,2024-03-29T05:15:46.410,2026-06-17T07:43:15.710,2024,An malicious BLE device can crash BLE victim device by sending malformed gatt packet,CWE-126|CWE-190|CWE-191,CWE-190|CWE-191,3,2
CVE-2024-2842,2024-03-29T06:15:07.817,2026-06-17T07:25:39.797,2024,"The Easy Appointments plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'ea_full_calendar' shortcode in all versions up to, and including, 3.11.18 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",CWE-79,CWE-79,1,1
CVE-2024-2936,2024-03-29T06:15:08.450,2026-06-17T07:25:51.807,2024,"The Sydney Toolbox plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the _id attribute of widgets in all versions up to, and including, 1.26 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers, with contributor-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",CWE-79,CWE-79,1,1
CVE-2024-0608,2024-03-29T07:15:41.123,2026-06-17T06:53:53.263,2024,"The WP ERP | Complete HR solution with recruitment & job listings | WooCommerce CRM & Accounting plugin for WordPress is vulnerable to union-based SQL Injection via the 'email' parameter in all versions up to, and including, 1.13.1 due to insufficient escaping on the user supplied parameter and lack of sufficient preparation on the existing SQL query.  This makes it possible for authenticated attackers, with subscriber-level access and above, to append additional SQL queries into already existing queries that can be used to extract sensitive information from the database.",CWE-89,CWE-89,1,1
CVE-2024-0609,2024-03-29T07:15:41.713,2026-06-17T06:53:53.383,2024,"The WP ERP | Complete HR solution with recruitment & job listings | WooCommerce CRM & Accounting plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the 'api_key' parameter in all versions up to, and including, 1.13.1 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",CWE-79,CWE-79,1,1
CVE-2024-0913,2024-03-29T07:15:42.120,2026-06-17T06:54:33.347,2024,"The WP ERP | Complete HR solution with recruitment & job listings | WooCommerce CRM & Accounting plugin for WordPress is vulnerable to time-based SQL Injection via the erp/v1/accounting/v1/transactions/sales REST API endpoint in all versions up to, and including, 1.13.0 due to insufficient escaping on the user supplied status and customer_id parameters and lack of sufficient preparation on the existing SQL query.  This makes it possible for authenticated attackers, with accounting manager or admin privileges and higher to append additional SQL queries into already existing queries that can be used to extract sensitive information from the database.",CWE-89,CWE-89,1,1
CVE-2024-0956,2024-03-29T07:15:42.480,2026-06-17T06:54:38.757,2024,"The WP ERP | Complete HR solution with recruitment & job listings | WooCommerce CRM & Accounting plugin for WordPress is vulnerable to time-based SQL Injection via the id parameter via the erp/v1/accounting/v1/vendors/1/products/ REST route in all versions up to, and including, 1.13.0 due to insufficient escaping on the user supplied parameter and lack of sufficient preparation on the existing SQL query.  This makes it possible for authenticated attackers, with admin or accounting manager privileges, to append additional SQL queries into already existing queries that can be used to extract sensitive information from the database.",CWE-89,CWE-89,1,1
CVE-2024-1858,2024-03-29T07:15:42.857,2026-06-17T07:05:09.807,2024,"The Lightbox slider – Responsive Lightbox Gallery plugin for WordPress is vulnerable to PHP Object Injection in all versions up to, and including, 1.9.9 via deserialization of untrusted input through post meta data. This makes it possible for authenticated attackers, with contributor-level access and above, to inject a PHP Object. No known POP chain is present in the vulnerable plugin. If a POP chain is present via an additional plugin or theme installed on the target system, it could allow the attacker to delete arbitrary files, retrieve sensitive data, or execute code.",CWE-502,CWE-502,1,1
CVE-2024-1872,2024-03-29T07:15:43.213,2026-06-17T07:05:11.377,2024,"The Button plugin for WordPress is vulnerable to PHP Object Injection in all versions up to, and including, 1.1.27 via deserialization of untrusted input in the button_shortcode function. This makes it possible for authenticated attackers, with contributor-level access and above, to inject a PHP Object. No known POP chain is present in the vulnerable plugin. If a POP chain is present via an additional plugin or theme installed on the target system, it could allow the attacker to delete arbitrary files, retrieve sensitive data, or execute code.",CWE-502,CWE-502,1,1
CVE-2024-2108,2024-03-29T07:15:43.613,2026-06-17T07:23:44.523,2024,"The Ninja Forms Contact Form – The Drag and Drop Form Builder for WordPress plugin for WordPress is vulnerable to Stored Cross-Site Scripting via an image title embedded into a form in all versions up to, and including, 3.8.0 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with author-level access and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",CWE-79,CWE-79,1,1
CVE-2024-2113,2024-03-29T07:15:43.957,2026-06-17T07:23:45.097,2024,"The Ninja Forms Contact Form – The Drag and Drop Form Builder for WordPress plugin for WordPress is vulnerable to Cross-Site Request Forgery in all versions up to, and including, 3.8.0. This is due to missing or incorrect nonce validation on the nf_download_all_subs AJAX action. This makes it possible for unauthenticated attackers to trigger an export of a form's submission to a publicly accessible location via a forged request granted they can trick a site administrator into performing an action such as clicking on a link.",CWE-352|CWE-79,CWE-79,2,1
CVE-2024-2116,2024-03-29T07:15:44.243,2026-06-17T07:23:45.343,2024,"The Christmas Greetings plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via the code parameter in all versions up to, and including, 1.2.5 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that execute if they can successfully trick a user into performing an action such as clicking on a link.",CWE-79,CWE-79,1,1
CVE-2024-2280,2024-03-29T07:15:44.543,2026-06-17T07:24:13.903,2024,"The Better Elementor Addons plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the widget link URL values in all versions up to, and including, 1.4.1 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",CWE-79,CWE-79,1,1
CVE-2024-2963,2024-03-29T07:15:45.220,2026-06-17T07:25:55.080,2024,"The Pocket News Generator plugin for WordPress is vulnerable to Stored Cross-Site Scripting via admin settings such as ""Consumer Key"" and ""Access Token"" in all versions up to, and including, 0.2.0 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.",CWE-79,CWE-79,1,1
CVE-2024-2968,2024-03-29T07:15:46.123,2026-06-17T07:25:55.660,2024,"The WP-Eggdrop plugin for WordPress is vulnerable to Stored Cross-Site Scripting via admin settings in all versions up to, and including, 0.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level permissions and above, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.",CWE-79,CWE-79,1,1
CVE-2024-2250,2024-03-29T08:15:07.290,2026-06-17T07:24:09.173,2024,"The 130+ Widgets | Best Addons For Elementor – FREE plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's widgets in all versions up to, and including, 1.4.2 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",CWE-79,CWE-79,1,1
CVE-2024-2409,2024-03-29T09:15:07.733,2026-06-17T07:24:28.670,2024,"The MasterStudy LMS plugin for WordPress is vulnerable to Privilege Escalation in all versions up to, and including, 3.3.1. This is due to insufficient validation checks within the _register_user() function called by the 'wp_ajax_nopriv_stm_lms_register' AJAX action. This makes it possible for unauthenticated attackers to register a user with administrator-level privileges when MasterStudy LMS Pro is installed and the LMS Forms Editor add-on is enabled.",CWE-266,CWE-266,1,1
CVE-2024-23449,2024-03-29T12:15:08.177,2026-06-17T07:12:58.307,2024,An uncaught exception in Elasticsearch >= 8.4.0 and < 8.11.1 occurs when an encrypted PDF is passed to an attachment processor through the REST API. The Elasticsearch ingest node that attempts to parse the PDF file will crash. This does not happen with password-protected PDF files or with unencrypted PDF files.,CWE-248,CWE-248,1,1
CVE-2024-30483,2024-03-29T13:15:14.940,2026-06-17T07:27:02.823,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Simple Sponsorships Sponsors allows Stored XSS.This issue affects Sponsors: from n/a through 3.5.1.,CWE-79,CWE-79,1,1
CVE-2024-30503,2024-03-29T13:15:15.163,2026-06-17T07:27:05.133,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in EverPress Mailster mailster.This issue affects Mailster: from n/a through <= 4.0.6.,CWE-79,CWE-79,1,1
CVE-2024-30519,2024-03-29T13:15:15.353,2026-06-17T07:27:06.843,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Lordicon Lordicon Animated Icons allows Stored XSS.This issue affects Lordicon Animated Icons: from n/a through 2.0.1.,CWE-79,CWE-79,1,1
CVE-2024-30520,2024-03-29T13:15:15.597,2026-06-17T07:27:06.953,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Labib Ahmed Carousel Anything For WPBakery Page Builder allows Stored XSS.This issue affects Carousel Anything For WPBakery Page Builder: from n/a through 2.1.,CWE-79,CWE-79,1,1
CVE-2024-30613,2024-03-29T13:15:15.820,2026-06-17T07:27:17.897,2024,Tenda AC15 v15.03.05.18 has a stack overflow vulnerability in the time parameter from the setSmartPowerManagement function.,CWE-787,CWE-787,1,1
CVE-2024-30630,2024-03-29T13:15:16.273,2026-06-17T07:27:20.457,2024,Tenda FH1205 v2.0.0.7(775) has a stack overflow vulnerability in the time parameter from saveParentControlInfo function.,CWE-125,CWE-125,1,1
CVE-2024-3078,2024-03-29T13:15:16.477,2026-06-17T07:43:15.827,2024,A vulnerability was found in Qdrant up to 1.6.1/1.7.4/1.8.2 and classified as critical. This issue affects some unknown processing of the file lib/collection/src/collection/snapshots.rs of the component Full Snapshot REST API. The manipulation leads to path traversal. Upgrading to version 1.8.3 is able to address this issue. The patch is named 3ab5172e9c8f14fa1f7b24e7147eac74e2412b62. It is recommended to upgrade the affected component. The associated identifier of this vulnerability is VDB-258611.,CWE-22,CWE-22,1,1
CVE-2024-30423,2024-03-29T14:15:08.680,2026-06-17T07:26:56.617,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in BetterAddons Better Elementor Addons allows Stored XSS.This issue affects Better Elementor Addons: from n/a through 1.3.7.,CWE-79,CWE-79,1,1
CVE-2024-30425,2024-03-29T14:15:08.917,2026-06-17T07:26:56.840,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Beaver Builder Beaver Builder beaver-builder-lite-version allows DOM-Based XSS.This issue affects Beaver Builder: from n/a through <= 2.7.4.4.,CWE-79,CWE-79,1,1
CVE-2024-30426,2024-03-29T14:15:09.170,2026-06-17T07:26:56.953,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in HashThemes Hash Elements allows Stored XSS.This issue affects Hash Elements: from n/a through 1.3.3.,CWE-79,CWE-79,1,1
CVE-2024-30427,2024-03-29T14:15:09.433,2026-06-17T07:26:57.067,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Spiffy Plugins Spiffy Calendar allows Reflected XSS.This issue affects Spiffy Calendar: from n/a through 4.9.7.,CWE-79,CWE-79,1,1
CVE-2024-30428,2024-03-29T14:15:09.677,2026-06-17T07:26:57.173,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Wasiliy Strecker / ContestGallery developer Contest Gallery contest-gallery allows Reflected XSS.This issue affects Contest Gallery: from n/a through <= 24.0.3.,CWE-79,CWE-79,1,1
CVE-2024-30429,2024-03-29T14:15:09.957,2026-06-17T07:26:57.287,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Hans Matzen allows Stored XSS.This issue affects wp-forecast: from n/a through 9.2.,CWE-79,CWE-79,1,1
CVE-2024-30430,2024-03-29T14:15:10.230,2026-06-17T07:26:57.397,2024,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WP Email Newsletter Team - FluentCRM Fluent CRM allows Stored XSS.This issue affects Fluent CRM: from n/a through 2.8.44.,CWE-79,CWE-79,1,1
CVE-2024-30478,2024-03-29T14:15:10.490,2026-06-17T07:27:02.287,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Bulletin WordPress Announcement & Notification Banner Plugin – Bulletin.This issue affects WordPress Announcement & Notification Banner Plugin – Bulletin: from n/a through 3.8.5.,CWE-89,CWE-89,1,1
CVE-2024-30486,2024-03-29T14:15:10.720,2026-06-17T07:27:03.177,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Max Foundry Media Library Folders.This issue affects Media Library Folders: from n/a through 8.1.7.,CWE-89,CWE-89,1,1
CVE-2024-30488,2024-03-29T14:15:11.247,2026-06-17T07:27:03.493,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Katie Zotpress zotpress.This issue affects Zotpress: from n/a through <= 7.3.7.,CWE-89,CWE-89,1,1
CVE-2024-30490,2024-03-29T14:15:11.500,2026-06-17T07:27:03.707,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Metagauss ProfileGrid.This issue affects ProfileGrid : from n/a through 5.7.8.,CWE-89,CWE-89,1,1
CVE-2024-30491,2024-03-29T14:15:11.777,2026-06-17T07:27:03.820,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Metagauss ProfileGrid.This issue affects ProfileGrid : from n/a through 5.7.8.,CWE-89,CWE-89,1,1
CVE-2024-30494,2024-03-29T14:15:12.267,2026-06-17T07:27:04.137,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in 沈唁 OSS Aliyun.This issue affects OSS Aliyun: from n/a through 1.4.10.,CWE-89,CWE-89,1,1
CVE-2024-30495,2024-03-29T14:15:12.487,2026-06-17T07:27:04.237,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Faboba Falang multilanguage.This issue affects Falang multilanguage: from n/a through 1.3.47.,CWE-89,CWE-89,1,1
CVE-2024-30496,2024-03-29T14:15:12.737,2026-06-17T07:27:04.343,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in BdThemes Element Pack Elementor Addons.This issue affects Element Pack Elementor Addons: from n/a through 5.5.3.,CWE-89,CWE-89,1,1
CVE-2024-30497,2024-03-29T14:15:12.997,2026-06-17T07:27:04.460,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in I Thirteen Web Solution WP Responsive Tabs horizontal vertical and accordion Tabs.This issue affects WP Responsive Tabs horizontal vertical and accordion Tabs: from n/a through 1.1.17.,CWE-89,CWE-89,1,1
CVE-2024-30498,2024-03-29T14:15:13.247,2026-06-17T07:27:04.577,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in CRM Perks CRM Perks Forms.This issue affects CRM Perks Forms: from n/a through 1.1.4.,CWE-89,CWE-89,1,1
CVE-2024-30499,2024-03-29T14:15:13.510,2026-06-17T07:27:04.690,2024,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in CRM Perks CRM Perks Forms.This issue affects CRM Perks Forms: from n/a through 1.1.4.,CWE-89,CWE-89,1,1
